Store,DayOfWeek,Promo,SchoolHoliday,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,HasCompetition,Year,Month,Quarter,Day,Week,IsWeekend,lag1,lag7,lag14,lag30,roll7_mean,roll30_mean,IsHoliday
157,5,1,1,0,2,2950.0,10.0,2004.0,0,0.0,0.0,1,2015,7,3,17,29,0,11790.0,9251.0,12238.0,8082.0,10653.285714285714,10347.433333333332,0
158,1,1,1,3,2,11840.0,0.0,0.0,1,31.0,2009.0,0,2015,7,3,27,31,0,8667.0,9426.0,7979.0,6321.0,7574.428571428572,8020.366666666667,0
159,5,1,0,3,0,8530.0,3.0,2013.0,0,0.0,0.0,1,2015,7,3,31,31,0,8741.0,6104.0,8448.0,6608.0,8512.285714285714,7907.933333333333,0
160,6,0,0,3,2,17110.0,11.0,2005.0,0,0.0,0.0,1,2015,7,3,18,29,1,6498.0,4905.0,7161.0,4868.0,6146.285714285715,5703.5,0
161,3,1,1,0,2,2970.0,3.0,2005.0,0,0.0,0.0,1,2015,7,3,15,29,0,8055.0,6064.0,9836.0,6715.0,7104.428571428572,7499.9,0
162,2,1,0,3,2,5340.0,3.0,2012.0,1,13.0,2010.0,1,2015,6,2,2,23,0,12111.0,7777.0,7514.0,6066.0,7949.428571428572,8301.5,0
163,2,1,0,0,0,1480.0,4.0,2009.0,0,0.0,0.0,1,2015,7,3,14,29,0,7798.0,7932.0,5275.0,7024.0,6809.142857142857,6783.066666666667,0
164,5,0,0,0,0,1160.0,9.0,2005.0,1,13.0,2010.0,1,2015,6,2,26,26,0,6113.0,6537.0,5983.0,6898.0,5877.0,6723.633333333333,0
165,5,1,0,0,0,3720.0,4.0,2005.0,1,13.0,2010.0,1,2015,7,3,31,31,0,4504.0,3764.0,4256.0,3105.0,4428.285714285715,3974.0333333333333,0
166,1,1,1,0,2,100.0,4.0,2014.0,1,31.0,2013.0,1,2015,6,2,29,27,0,5345.0,5364.0,4134.0,5184.0,4876.857142857143,5523.766666666666,0
167,2,1,0,0,0,140.0,4.0,2008.0,0,0.0,0.0,1,2015,6,2,30,27,0,14757.0,7386.0,4796.0,9212.0,8336.714285714286,9309.066666666668,0
168,5,1,0,0,0,12540.0,0.0,0.0,0,0.0,0.0,0,2015,6,2,19,25,0,7353.0,6612.0,9580.0,6758.0,8102.0,7923.6,0
169,3,0,1,3,0,980.0,7.0,2014.0,1,18.0,2014.0,1,2015,7,3,22,30,0,3872.0,7543.0,5235.0,6913.0,5582.714285714285,5893.833333333333,0
170,6,0,0,0,0,1070.0,5.0,2015.0,1,14.0,2011.0,1,2015,7,3,4,27,1,4852.0,3758.0,4607.0,4406.0,4693.285714285715,4252.266666666666,0
171,3,1,0,0,0,2640.0,0.0,0.0,0,0.0,0.0,0,2015,6,2,17,25,0,10629.0,7524.0,7222.0,7045.0,8502.0,8852.9,0
172,2,0,0,0,0,110.0,0.0,0.0,1,40.0,2014.0,0,2015,6,2,23,26,0,6434.0,8305.0,6789.0,7131.0,7288.714285714285,7300.166666666667,0
173,1,0,0,0,0,350.0,12.0,2012.0,0,0.0,0.0,1,2015,7,3,6,28,0,5601.0,6091.0,8129.0,12107.0,9231.142857142857,8262.166666666666,0
174,3,0,0,0,0,13090.0,0.0,0.0,1,22.0,2012.0,0,2015,7,3,22,30,0,4934.0,6393.0,6637.0,6127.0,5859.857142857143,6138.766666666666,0
175,6,0,0,2,0,4130.0,0.0,0.0,0,0.0,0.0,0,2015,7,3,25,30,1,4363.0,7228.0,4843.0,5912.0,5292.857142857143,6100.166666666667,0
176,5,1,1,0,0,3770.0,0.0,0.0,0,0.0,0.0,0,2015,7,3,31,31,0,5464.0,4087.0,5825.0,4591.0,4759.714285714285,4994.566666666667,0
177,5,0,0,0,0,1250.0,2.0,2004.0,1,5.0,2013.0,1,2015,6,2,26,26,0,3142.0,3710.0,2908.0,4877.0,3366.714285714286,3652.4,0
178,2,1,0,3,0,1710.0,0.0,0.0,0,0.0,0.0,0,2015,6,2,16,25,0,16361.0,9276.0,8199.0,8036.0,9342.857142857143,10116.9,0
179,4,1,1,0,2,480.0,0.0,0.0,0,0.0,0.0,0,2015,7,3,30,31,0,6692.0,5699.0,8735.0,5862.0,6419.0,7202.6,0
180,6,0,0,3,0,5800.0,9.0,2010.0,0,0.0,0.0,1,2015,6,2,13,24,1,5803.0,7431.0,6234.0,8600.0,6453.571428571428,7554.233333333334,0
181,4,1,0,0,0,12610.0,3.0,2013.0,1,14.0,2011.0,1,2015,6,2,18,25,0,8062.0,5402.0,9452.0,4980.0,6725.714285714285,6373.966666666666,0
182,6,0,0,3,2,1390.0,0.0,0.0,1,9.0,2011.0,0,2015,6,2,6,23,1,8377.0,4621.0,6438.0,7013.0,6860.857142857143,6248.966666666666,0
183,6,0,0,0,0,9670.0,0.0,0.0,0,0.0,0.0,0,2015,6,2,6,23,1,9738.0,4723.0,5614.0,6028.0,10665.142857142857,6508.6,0
184,4,0,0,3,2,3560.0,0.0,0.0,0,0.0,0.0,0,2015,6,2,11,24,0,5423.0,8943.0,5463.0,10059.0,6893.857142857143,7110.233333333334,0
185,4,0,0,3,2,1860.0,5.0,2015.0,0,0.0,0.0,1,2015,6,2,11,24,0,5292.0,8293.0,5418.0,7893.0,6593.428571428572,7312.2,0
186,1,1,0,0,0,290.0,10.0,2011.0,1,40.0,2014.0,1,2015,6,2,29,27,0,3796.0,4263.0,3139.0,4978.0,3422.1428571428573,3967.3333333333335,0
187,6,0,0,0,2,19360.0,0.0,0.0,0,0.0,0.0,0,2015,6,2,13,24,1,5856.0,7370.0,5345.0,6851.0,5463.428571428572,6213.8,0
188,3,1,0,3,0,850.0,0.0,0.0,1,18.0,2011.0,0,2015,6,2,3,23,0,7164.0,5012.0,4687.0,4283.0,5704.428571428572,5959.533333333334,0
189,1,1,0,3,0,5760.0,7.0,2014.0,0,0.0,0.0,1,2015,6,2,1,23,0,8315.0,8576.0,8248.0,6391.0,8232.142857142857,8916.166666666666,0
190,4,0,0,0,0,1470.0,12.0,2006.0,1,40.0,2014.0,1,2015,6,2,11,24,0,7431.0,10008.0,7236.0,10293.0,8165.285714285715,8116.633333333333,0
191,5,1,0,0,0,1100.0,8.0,2013.0,1,40.0,2014.0,1,2015,6,2,19,25,0,6527.0,5352.0,8705.0,5917.0,6724.428571428572,6977.566666666667,0
192,5,1,0,3,2,2770.0,3.0,2008.0,1,40.0,2014.0,1,2015,6,2,19,25,0,11906.0,9960.0,13804.0,10051.0,13247.142857142857,13294.733333333334,0
193,3,0,0,0,0,520.0,0.0,0.0,0,0.0,0.0,0,2015,7,3,8,28,0,3544.0,8175.0,3756.0,7426.0,5608.285714285715,5215.033333333334,0
194,3,1,0,3,2,16970.0,0.0,0.0,1,5.0,2013.0,0,2015,7,3,29,31,0,5567.0,3496.0,5979.0,3752.0,4972.0,5008.766666666666,0
195,4,0,0,0,2,220.0,0.0,0.0,0,0.0,0.0,0,2015,6,2,11,24,0,8768.0,13183.0,11529.0,15796.0,11646.142857142857,11720.3,0
196,3,1,1,2,0,3850.0,11.0,2005.0,1,14.0,2011.0,1,2015,7,3,29,31,0,5609.0,4722.0,7180.0,4443.0,4904.142857142857,5227.366666666667,0
197,4,1,0,2,0,4210.0,3.0,2015.0,0,0.0,0.0,1,2015,7,3,2,27,0,8646.0,4942.0,7768.0,5913.0,6973.142857142857,6952.733333333334,0
198,6,0,0,0,0,290.0,9.0,2002.0,1,13.0,2010.0,1,2015,6,2,27,26,1,2110.0,3494.0,2270.0,3232.0,2002.857142857143,2650.6666666666665,0
199,1,1,0,3,2,6360.0,12.0,2010.0,1,14.0,2012.0,1,2015,6,2,1,23,0,9707.0,8448.0,8641.0,5849.0,8264.0,8946.7,0
200,6,0,0,0,0,1650.0,10.0,2000.0,0,0.0,0.0,1,2015,7,3,25,30,1,6259.0,6291.0,6884.0,6931.0,6216.857142857143,7543.066666666667,0
201,3,1,1,3,0,20260.0,0.0,0.0,1,18.0,2014.0,0,2015,7,3,29,31,0,5569.0,4215.0,7008.0,3939.0,5501.142857142857,5541.533333333334,0
202,6,0,0,3,2,5140.0,5.0,2010.0,0,0.0,0.0,1,2015,6,2,13,24,1,5557.0,8592.0,5810.0,7274.0,6168.285714285715,6828.366666666667,0
203,6,0,0,2,2,490.0,11.0,2002.0,0,0.0,0.0,1,2015,7,3,11,28,1,7128.0,6598.0,5270.0,5065.0,6518.571428571428,6711.2,0
204,3,0,0,0,0,5630.0,12.0,2002.0,1,40.0,2014.0,1,2015,6,2,10,24,0,5399.0,7459.0,6938.0,6218.0,6160.857142857143,5934.766666666666,0
205,5,0,0,0,0,110.0,12.0,2007.0,0,0.0,0.0,1,2015,7,3,10,28,0,5365.0,7300.0,4741.0,7891.0,6077.142857142857,6274.066666666667,0
206,3,1,0,0,2,380.0,0.0,0.0,1,14.0,2012.0,0,2015,6,2,3,23,0,10766.0,7750.0,4726.0,4547.0,8762.285714285714,8574.233333333334,0
207,6,0,0,0,0,6870.0,0.0,0.0,0,0.0,0.0,0,2015,6,2,13,24,1,9151.0,11107.0,9521.0,12524.0,9609.0,11137.033333333333,0
208,6,0,0,2,0,300.0,4.0,2006.0,0,0.0,0.0,1,2015,6,2,6,23,1,3531.0,3265.0,2802.0,3422.0,3501.0,3233.8,0
209,3,0,1,0,2,11680.0,9.0,2011.0,1,31.0,2013.0,1,2015,7,3,22,30,0,6266.0,7470.0,5817.0,5732.0,6597.142857142857,6154.933333333333,0
210,6,0,0,3,0,970.0,11.0,1999.0,1,5.0,2013.0,1,2015,7,3,4,27,1,3751.0,2429.0,3776.0,3720.0,3425.0,3228.8,0
211,6,0,0,0,2,350.0,11.0,2006.0,0,0.0,0.0,1,2015,6,2,13,24,1,11648.0,14919.0,12053.0,14520.0,12690.42857142857,13585.566666666668,0
212,5,1,0,0,2,15050.0,9.0,2008.0,0,0.0,0.0,1,2015,6,2,19,25,0,4612.0,3558.0,5792.0,5456.0,4767.142857142857,4704.733333333334,0
213,5,1,1,3,2,4030.0,3.0,2014.0,1,1.0,2014.0,1,2015,7,3,31,31,0,9496.0,7070.0,10076.0,8409.0,8724.142857142857,8617.333333333334,0
214,1,1,0,3,0,8650.0,7.0,2013.0,1,10.0,2014.0,1,2015,6,2,15,25,0,10623.0,11204.0,8310.0,9971.0,8802.42857142857,10054.933333333332,0
215,3,1,0,3,0,150.0,0.0,0.0,1,45.0,2009.0,0,2015,7,3,1,27,0,7180.0,4823.0,10717.0,6386.0,5847.714285714285,6419.233333333334,0
216,1,0,1,2,0,190.0,0.0,0.0,1,45.0,2009.0,0,2015,7,3,20,30,0,5990.0,6389.0,7350.0,9816.0,7028.285714285715,6866.533333333334,0
217,4,1,1,2,0,3150.0,0.0,0.0,0,0.0,0.0,0,2015,7,3,30,31,0,4892.0,3711.0,6078.0,3719.0,4475.857142857143,5032.0,0
218,5,0,0,0,2,640.0,0.0,0.0,1,9.0,2011.0,0,2015,6,2,26,26,0,4305.0,5066.0,5087.0,5217.0,4351.428571428572,4806.333333333333,0
219,2,1,0,0,0,1640.0,2.0,2013.0,0,0.0,0.0,1,2015,6,2,16,25,0,4721.0,3656.0,3513.0,3439.0,3176.285714285714,3285.3,0
220,6,0,0,0,0,1000.0,9.0,2008.0,0,0.0,0.0,1,2015,6,2,20,25,1,4734.0,3805.0,6609.0,4464.0,5289.571428571428,5113.233333333334,0
221,3,1,0,3,2,13530.0,9.0,2013.0,0,0.0,0.0,1,2015,6,2,3,23,0,7315.0,5336.0,5044.0,5653.0,6813.0,6749.533333333334,0
222,6,0,0,0,0,2170.0,11.0,2008.0,0,0.0,0.0,1,2015,7,3,4,27,1,6280.0,4125.0,5758.0,3422.0,6125.142857142857,5422.4,0
223,6,0,0,3,2,2920.0,10.0,1995.0,1,27.0,2011.0,1,2015,7,3,11,28,1,6930.0,8112.0,5549.0,5201.0,6501.285714285715,7071.833333333333,0
224,1,0,0,3,2,7930.0,0.0,0.0,1,1.0,2013.0,0,2015,6,2,8,24,0,7257.0,7307.0,7893.0,8538.0,8575.285714285714,7976.233333333334,0
225,6,0,0,3,0,10180.0,5.0,2015.0,0,0.0,0.0,1,2015,7,3,4,27,1,6289.0,4366.0,5856.0,4666.0,6075.428571428572,5368.133333333333,0
226,6,0,0,0,0,450.0,0.0,0.0,0,0.0,0.0,0,2015,7,3,25,30,1,5303.0,6476.0,6145.0,6592.0,5873.142857142857,6487.433333333333,0
227,5,1,1,0,0,2370.0,0.0,0.0,0,0.0,0.0,0,2015,7,3,17,29,0,6485.0,5426.0,7995.0,5417.0,6314.571428571428,6532.3,0
228,1,0,1,3,2,10800.0,0.0,0.0,1,18.0,2011.0,0,2015,7,3,6,28,0,6650.0,8722.0,10058.0,9669.0,9408.142857142857,8796.0,0
229,5,0,0,3,2,17410.0,4.0,2007.0,1,14.0,2011.0,1,2015,6,2,26,26,0,7073.0,10237.0,7849.0,8839.0,7858.0,9133.1,0
230,1,0,1,3,2,6680.0,9.0,2013.0,0,0.0,0.0,1,2015,7,3,20,30,0,7693.0,7571.0,9364.0,10881.0,8587.0,8233.2,0
231,5,0,0,3,2,3840.0,10.0,2008.0,1,39.0,2010.0,1,2015,6,2,26,26,0,3579.0,5570.0,4415.0,5744.0,4419.0,5095.666666666667,0
232,5,0,0,2,2,13570.0,5.0,2010.0,1,10.0,2013.0,1,2015,6,2,12,24,0,3438.0,4336.0,2953.0,3966.0,3540.1428571428573,3904.366666666667,0
233,3,1,0,0,0,1890.0,0.0,0.0,0,0.0,0.0,0,2015,7,3,15,29,0,11109.0,9411.0,13943.0,8483.0,9779.142857142857,9700.933333333332,0
234,4,1,1,3,0,4370.0,0.0,0.0,0,0.0,0.0,0,2015,7,3,2,27,0,13309.0,7417.0,15282.0,8867.0,12100.714285714286,11970.166666666666,0
235,5,0,0,0,0,5710.0,3.0,2012.0,1,37.0,2009.0,1,2015,6,2,26,26,0,3976.0,6464.0,4188.0,6054.0,4599.714285714285,5442.266666666666,0
236,5,0,0,0,0,1000.0,11.0,2007.0,0,0.0,0.0,1,2015,6,2,26,26,0,5942.0,7202.0,6957.0,7758.0,6109.428571428572,7404.4,0
237,5,0,0,0,0,1420.0,11.0,2007.0,0,0.0,0.0,1,2015,7,3,10,28,0,4912.0,5078.0,4474.0,5268.0,4781.857142857143,4791.3,0
238,1,1,1,0,0,320.0,0.0,0.0,1,45.0,2009.0,0,2015,7,3,13,29,0,4922.0,4652.0,6375.0,7911.0,5968.285714285715,7195.366666666667,0
239,3,0,0,3,2,610.0,0.0,0.0,0,0.0,0.0,0,2015,6,2,24,26,0,3944.0,6210.0,5157.0,6817.0,5525.428571428572,5737.266666666666,0
240,6,0,0,0,0,1110.0,5.0,2009.0,0,0.0,0.0,1,2015,7,3,11,28,1,4459.0,5518.0,4121.0,4059.0,4742.428571428572,4965.433333333333,0
241,3,1,1,3,2,780.0,0.0,0.0,0,0.0,0.0,0,2015,7,3,15,29,0,6953.0,4962.0,9189.0,5845.0,6089.857142857143,6673.833333333333,0
242,2,0,0,3,0,6880.0,9.0,2001.0,1,14.0,2011.0,1,2015,7,3,21,30,0,3717.0,6530.0,3323.0,5180.0,4736.714285714285,4122.2,0
243,5,1,0,0,0,310.0,0.0,0.0,1,5.0,2013.0,0,2015,7,3,31,31,0,9301.0,5984.0,7726.0,4882.0,8086.428571428572,6949.566666666667,0
244,4,1,1,3,0,710.0,3.0,2012.0,1,1.0,2012.0,1,2015,7,3,30,31,0,5896.0,3227.0,7002.0,3515.0,5116.857142857143,5268.133333333333,0
245,1,0,0,0,2,1310.0,0.0,0.0,0,0.0,0.0,0,2015,7,3,20,30,0,9414.0,9120.0,10412.0,12142.0,10347.714285714286,9704.533333333333,0
246,5,1,0,2,0,4660.0,4.0,2013.0,0,0.0,0.0,1,2015,6,2,5,23,0,8043.0,6266.0,7658.0,8220.0,8490.42857142857,7954.766666666666,0
247,5,1,0,3,2,70.0,11.0,2010.0,1,5.0,2013.0,1,2015,7,3,3,27,0,9056.0,4921.0,9005.0,7482.0,8648.57142857143,8533.366666666667,0
248,6,0,0,0,2,340.0,9.0,2012.0,1,40.0,2012.0,1,2015,6,2,20,25,1,7512.0,6243.0,8689.0,8618.0,7994.714285714285,7909.2,0
249,5,0,0,3,2,18010.0,9.0,2014.0,0,0.0,0.0,1,2015,6,2,26,26,0,4051.0,5939.0,4103.0,5313.0,4714.857142857143,5335.7,0
250,2,1,0,3,0,3520.0,0.0,0.0,1,18.0,2012.0,0,2015,7,3,14,29,0,14007.0,7986.0,8108.0,6670.0,8127.714285714285,8633.433333333332,0
251,4,1,1,0,2,340.0,0.0,0.0,0,0.0,0.0,0,2015,7,3,30,31,0,19230.0,14912.0,21273.0,16802.0,17240.428571428572,18637.4,0
252,3,0,0,3,2,22330.0,0.0,0.0,1,5.0,2010.0,0,2015,6,2,24,26,0,7874.0,13569.0,9761.0,14060.0,10326.142857142857,10821.666666666666,0
253,6,0,0,0,2,250.0,0.0,0.0,1,5.0,2013.0,0,2015,6,2,13,24,1,3811.0,6892.0,4707.0,7239.0,4794.857142857143,5692.366666666667,0
254,6,0,0,3,0,330.0,3.0,2008.0,1,1.0,2012.0,1,2015,6,2,20,25,1,3274.0,2499.0,4714.0,3183.0,3669.285714285714,3510.266666666667,0
255,3,0,0,2,2,4630.0,3.0,2011.0,1,35.0,2011.0,1,2015,6,2,24,26,0,4667.0,7372.0,5515.0,8573.0,6450.714285714285,6836.466666666666,0
256,3,0,0,0,2,80.0,9.0,2005.0,1,10.0,2014.0,1,2015,6,2,24,26,0,6650.0,10704.0,7829.0,12102.0,8170.0,8746.366666666667,0
257,2,1,0,0,0,420.0,12.0,2012.0,0,0.0,0.0,1,2015,6,2,2,23,0,6773.0,3422.0,5743.0,4374.0,4980.714285714285,5307.833333333333,0
258,6,0,0,0,0,27190.0,7.0,2010.0,1,37.0,2009.0,1,2015,6,2,20,25,1,6268.0,5253.0,6217.0,6321.0,6153.571428571428,6206.066666666667,0
259,3,0,0,1,1,210.0,0.0,0.0,0,0.0,0.0,0,2015,6,2,10,24,0,11403.0,14349.0,11476.0,12542.0,14434.857142857143,13844.0,0
260,1,0,0,0,0,540.0,10.0,2011.0,0,0.0,0.0,1,2015,7,3,6,28,0,6076.0,5546.0,6235.0,7672.0,6823.714285714285,6412.3,0
261,1,1,0,3,2,15340.0,4.0,2015.0,1,39.0,2009.0,1,2015,6,2,1,23,0,8399.0,11878.0,10670.0,8426.0,9748.42857142857,12120.366666666667,0
262,5,0,0,1,0,1180.0,5.0,2013.0,0,0.0,0.0,1,2015,7,3,10,28,0,18631.0,23253.0,17936.0,16085.0,20781.85714285714,20203.6,0
263,1,0,0,0,2,1140.0,5.0,2013.0,1,40.0,2014.0,1,2015,7,3,6,28,0,4981.0,5348.0,4297.0,5399.0,5094.142857142857,4575.466666666666,0
264,6,0,0,0,0,180.0,3.0,2014.0,0,0.0,0.0,1,2015,7,3,25,30,1,4748.0,7000.0,5523.0,4885.0,5655.714285714285,6431.3,0
265,3,1,0,0,0,4580.0,0.0,0.0,1,14.0,2015.0,0,2015,6,2,17,25,0,7142.0,4889.0,3302.0,2818.0,5355.857142857143,5437.966666666666,0
266,6,0,0,0,2,360.0,3.0,2014.0,1,9.0,2011.0,1,2015,6,2,13,24,1,3635.0,4726.0,4363.0,5473.0,3852.714285714286,4236.1,0
267,6,0,0,2,0,2460.0,1.0,2012.0,0,0.0,0.0,1,2015,7,3,4,27,1,9427.0,6604.0,11240.0,13980.0,9500.0,8757.2,0
268,2,0,0,0,0,4520.0,2.0,2014.0,0,0.0,0.0,1,2015,6,2,23,26,0,3466.0,7065.0,3451.0,6767.0,5071.285714285715,5228.2,0
269,1,1,0,0,2,60.0,6.0,2015.0,0,0.0,0.0,1,2015,6,2,15,25,0,7218.0,7090.0,7057.0,10107.0,7433.857142857143,9082.833333333334,0
270,1,0,0,0,0,1450.0,7.0,2014.0,0,0.0,0.0,1,2015,6,2,22,26,0,8617.0,8680.0,11538.0,9520.0,10307.857142857143,10237.6,0
271,2,1,0,0,0,420.0,0.0,0.0,1,14.0,2011.0,0,2015,6,2,30,27,0,15616.0,6829.0,2984.0,7664.0,7164.857142857143,7900.866666666667,0
272,1,0,0,0,0,16180.0,7.0,2003.0,1,14.0,2011.0,1,2015,6,2,22,26,0,3261.0,3615.0,9497.0,5889.0,6510.571428571428,6393.9,0
273,4,1,1,0,2,8480.0,0.0,0.0,0,0.0,0.0,0,2015,7,3,16,29,0,7957.0,6819.0,11049.0,6488.0,7673.571428571428,7897.1,0
274,4,0,0,1,1,3640.0,0.0,0.0,1,10.0,2013.0,0,2015,6,2,11,24,0,4267.0,8466.0,4132.0,3918.0,5210.571428571428,5015.766666666666,0
275,3,1,0,3,0,300.0,5.0,2014.0,1,40.0,2014.0,1,2015,7,3,15,29,0,7742.0,5027.0,11644.0,5335.0,6364.142857142857,6769.733333333334,0
276,2,1,1,0,0,2960.0,10.0,2014.0,1,36.0,2013.0,1,2015,7,3,28,31,0,5015.0,3385.0,2055.0,2849.0,3236.0,3589.9,0
277,5,1,0,3,2,7840.0,0.0,0.0,1,31.0,2009.0,0,2015,6,2,19,25,0,6149.0,4723.0,7204.0,5024.0,6566.714285714285,6422.666666666667,0
278,3,1,0,0,2,9260.0,2.0,2010.0,0,0.0,0.0,1,2015,7,3,15,29,0,8308.0,7063.0,10747.0,5650.0,7403.285714285715,7186.366666666667,0
279,3,1,0,3,2,2320.0,0.0,0.0,1,40.0,2012.0,0,2015,6,2,17,25,0,11692.0,7389.0,11723.0,12064.0,10221.42857142857,10540.966666666667,0
280,5,0,0,3,2,18640.0,9.0,2013.0,1,10.0,2014.0,1,2015,7,3,24,30,0,6102.0,7040.0,5496.0,6920.0,6138.428571428572,6159.1,0
281,1,0,0,3,2,6970.0,9.0,2011.0,0,0.0,0.0,1,2015,6,2,22,26,0,5416.0,5832.0,6834.0,5509.0,6605.714285714285,6123.166666666667,0
282,6,0,0,0,0,1220.0,12.0,2010.0,0,0.0,0.0,1,2015,7,3,25,30,1,3364.0,4482.0,4368.0,3144.0,3837.8571428571427,4447.833333333333,0
283,4,1,0,0,0,2260.0,0.0,0.0,1,40.0,2014.0,0,2015,6,2,18,25,0,8451.0,6395.0,9601.0,6404.0,7636.142857142857,7859.533333333334,0
284,3,1,0,3,0,1290.0,0.0,0.0,1,40.0,2014.0,0,2015,7,3,15,29,0,6963.0,3555.0,9336.0,4211.0,5092.142857142857,5384.8,0
285,2,1,0,0,0,2410.0,0.0,0.0,0,0.0,0.0,0,2015,6,2,2,23,0,7141.0,6763.0,6685.0,4635.0,5974.142857142857,6042.433333333333,0
286,5,0,0,0,0,1460.0,4.0,2015.0,0,0.0,0.0,1,2015,6,2,12,24,0,3002.0,5327.0,3904.0,5192.0,3576.1428571428573,3842.1,0
287,1,0,0,2,0,2740.0,5.0,2009.0,1,40.0,2014.0,1,2015,7,3,6,28,0,8320.0,10112.0,8899.0,10282.0,9253.714285714286,8555.866666666667,0
288,2,1,1,3,0,800.0,0.0,0.0,1,14.0,2011.0,0,2015,6,2,2,23,0,7071.0,5763.0,6675.0,4643.0,5720.142857142857,6074.533333333334,0
289,1,1,1,3,0,6540.0,12.0,2007.0,0,0.0,0.0,1,2015,7,3,27,31,0,6240.0,5133.0,4980.0,4712.0,5299.428571428572,5702.133333333333,0
290,4,1,1,0,0,4150.0,5.0,2001.0,0,0.0,0.0,1,2015,7,3,2,27,0,9732.0,6078.0,10942.0,6189.0,7953.428571428572,7653.433333333333,0
291,4,0,0,3,0,2330.0,0.0,0.0,0,0.0,0.0,0,2015,7,3,9,28,0,7540.0,9897.0,6331.0,9013.0,7785.714285714285,7619.433333333333,0
292,1,0,0,0,0,1100.0,6.0,2009.0,0,0.0,0.0,1,2015,6,2,8,24,0,3932.0,3853.0,6557.0,8364.0,6519.428571428572,6356.733333333334,0
293,3,0,0,2,2,140.0,11.0,2007.0,0,0.0,0.0,1,2015,7,3,8,28,0,5088.0,9163.0,4954.0,7951.0,6605.571428571428,6096.233333333334,0
294,3,1,0,0,0,3150.0,5.0,2005.0,0,0.0,0.0,1,2015,7,3,15,29,0,7936.0,5669.0,9578.0,5752.0,6196.285714285715,6084.266666666666,0
295,1,1,0,0,0,210.0,11.0,2000.0,1,36.0,2013.0,1,2015,7,3,27,31,0,6161.0,6049.0,5098.0,4441.0,5440.142857142857,5905.233333333334,0
296,5,1,0,0,0,9580.0,5.0,2007.0,1,45.0,2014.0,1,2015,7,3,17,29,0,7895.0,6319.0,8634.0,5313.0,7420.285714285715,6876.2,0
297,2,0,0,0,0,2300.0,9.0,2010.0,0,0.0,0.0,1,2015,6,2,23,26,0,5619.0,11022.0,5254.0,4898.0,7656.571428571428,7188.266666666666,0
298,4,0,0,3,0,19840.0,7.0,2009.0,0,0.0,0.0,1,2015,7,3,9,28,0,7165.0,7695.0,6705.0,10879.0,7948.857142857143,8573.666666666666,0
299,3,1,0,3,2,38630.0,9.0,2012.0,0,0.0,0.0,1,2015,7,3,1,27,0,9281.0,6957.0,6674.0,9913.0,7206.571428571428,6978.066666666667,0
300,5,0,0,0,2,120.0,4.0,2009.0,1,1.0,2012.0,1,2015,6,2,26,26,0,5896.0,7531.0,6011.0,6163.0,6506.428571428572,7525.3,0
301,4,0,1,0,2,4510.0,3.0,2015.0,0,0.0,0.0,1,2015,7,3,23,30,0,4705.0,6703.0,4446.0,6365.0,5606.857142857143,5458.966666666666,0
302,6,0,0,3,2,2190.0,12.0,2007.0,1,9.0,2011.0,1,2015,6,2,13,24,1,2775.0,5236.0,3067.0,4165.0,3512.4285714285716,3993.9333333333334,0
303,2,0,1,0,0,15430.0,11.0,2012.0,1,18.0,2011.0,1,2015,7,3,21,30,0,5723.0,7995.0,4184.0,7423.0,6697.857142857143,6184.766666666666,0
304,6,0,0,0,0,1950.0,7.0,2015.0,0,0.0,0.0,1,2015,6,2,20,25,1,6877.0,6458.0,8070.0,7653.0,7176.714285714285,7142.066666666667,0
305,1,0,0,2,2,2470.0,2.0,2005.0,1,31.0,2013.0,1,2015,7,3,6,28,0,7097.0,6842.0,7078.0,8329.0,7328.142857142857,6761.1,0
306,1,1,0,0,0,5100.0,4.0,2007.0,1,40.0,2014.0,1,2015,6,2,29,27,0,2723.0,2831.0,4364.0,5050.0,3850.4285714285716,4406.9,0
307,5,0,0,0,0,18660.0,9.0,2002.0,0,0.0,0.0,1,2015,6,2,12,24,0,2408.0,2979.0,2101.0,2601.0,2387.8571428571427,2658.7,0
308,5,1,1,0,0,1070.0,12.0,2006.0,1,13.0,2010.0,1,2015,7,3,31,31,0,9306.0,7002.0,10665.0,7759.0,8408.142857142857,8878.333333333334,0
309,3,0,0,3,0,8740.0,0.0,0.0,1,37.0,2009.0,0,2015,6,2,24,26,0,5539.0,9980.0,6173.0,10756.0,7020.571428571428,7321.466666666666,0
310,4,1,0,0,2,2290.0,0.0,0.0,1,10.0,2014.0,0,2015,7,3,2,27,0,11413.0,7058.0,10536.0,11193.0,9079.42857142857,8459.633333333333,0
311,6,0,0,0,2,680.0,7.0,2005.0,0,0.0,0.0,1,2015,7,3,4,27,1,7378.0,5319.0,6801.0,7706.0,7973.857142857143,7187.866666666667,0
312,5,0,0,3,0,11300.0,3.0,2012.0,0,0.0,0.0,1,2015,7,3,10,28,0,5083.0,6265.0,3950.0,7093.0,5101.0,5394.433333333333,0
313,6,0,0,3,2,14160.0,0.0,0.0,0,0.0,0.0,0,2015,6,2,13,24,1,5801.0,7242.0,6344.0,8143.0,5651.0,7014.9,0
